id,khasi,english,part_of_speech,notes,page
4808,Phroi,to sprinkle,Verb,,
4809,Phrung,to push in,Verb,,
4810,Phrung,to enter,Verb,,
4811,Phrung,to insert,Verb,,
4812,Phud,bed of a stream,Noun,,
4813,Phud,mountain gorge,Noun,,
4814,Phud,gannet,Noun,,
4815,Phuh,to blossom,Verb,,
4816,Phuh,to appear cheerful,Verb,,
4817,Phuhmat,to appear cheerful,Verb,,
4818,Phuhsamrkhie,to smile,Verb,,
4819,Phui,let bad luck attend you!,Interjection,Imperative expression,
4820,Phu-iong,soot (especially in cooking vessels),Noun,,
4821,Phuit,to whistle,Verb,,
4822,Phuit,to hiss,Verb,,
4823,Phuit-phuit,whistling sound,Noun,,
4824,Phuk,to strike with the fist,Verb,,
4825,Phuk,to punch,Verb,,
4826,Phuk-phuk,sound of repeated blows,Noun,,
4827,Phum,to heap up,Verb,,
4828,Phum,to pile together,Verb,,
4829,Phum,mound,Noun,,
4830,Phung,to join,Verb,,
4831,Phung,to unite,Verb,,
4832,Phunglang,to unite together,Verb,,
4833,Phungnoh,to join on,Verb,,
4834,Phur,to blow,Verb,,
4835,Phur,to puff,Verb,,
4836,Phur shnong,to blow through a village,Verb,,
4837,Phur um,to blow across water,Verb,,
4838,Phur paidbah,to spread by blowing,Verb,,
4839,Phut,to break open,Verb,,
4840,Phut,to split apart,Verb,,
4841,Phut-phut,bursting sound,Noun,,
4842,Phyllaw,courtyard,Noun,,
4843,Phyllaw,open yard,Noun,,
4844,Phylleng,wide open,Adjective,,
4845,Phylleng,spacious,Adjective,,
4846,Phylli,leaf,Noun,,
4847,Phylli dieng,tree leaf,Noun,,
4848,Phylli sla,foliage,Noun,,
4849,Phyllong,cavity,Noun,,
4850,Phyllong,hollow,Noun,,
4851,Phyllung,valley,Noun,,
4852,Phyllung,depression in the ground,Noun,,
4853,Phyndap,to fill,Verb,,
4854,Phyndap,to make full,Verb,,
4855,Phyndep,to complete,Verb,,
4856,Phyndep,to accomplish,Verb,,
4857,Phynduh,to meet,Verb,,
4858,Phynduh,to encounter,Verb,,
4859,Phyndung,to gather together,Verb,,
4860,Phyndung,to assemble,Verb,,
4861,Phyndunglang,to assemble together,Verb,,
4862,Phyndung paidbah,public gathering,Noun,,
4863,Phyndung shnong,village gathering,Noun,,
4864,Phyndut,to collect,Verb,,
4865,Phyndut,to gather up,Verb,,
4866,Phyni,to show,Verb,,
4867,Phyni,to point out,Verb,,
4868,Phynlong,to make,Verb,,
4869,Phynlong,to cause to become,Verb,,
4870,Phynneh,to preserve,Verb,,
4871,Phynniaw,to reduce to powder,Verb,,
4872,Phynniaw,to pulverize,Verb,,
4873,Phynñiang,to make small,Verb,,
4874,Phynñiang,to diminish,Verb,,
4875,Phynried,to cool,Verb,,
4876,Phynried,to refresh,Verb,,
4877,Phynroi,to enlarge,Verb,,
4878,Phynroi,to develop,Verb,,
4879,Phynsleh,to mix together,Verb,,
4880,Phynsleh,to mingle,Verb,,
4881,Phyntam,to complete,Verb,,
4882,Phyntam,to finish,Verb,,
4883,Phyntip,to inform,Verb,,
4884,Phyntip,to notify,Verb,,
4885,Phyntip paidbah,public notice,Noun,,
4886,Phyntip shnong,village notice,Noun,,
4887,Phynwandur,to transform,Verb,,
4888,Phynwandur,to change appearance,Verb,,
4889,Phyrnai,moonlight,Noun,,
4890,Phyrnai,bright moon,Noun,,
4891,Phyrngap,to listen attentively,Verb,,
4892,Phyrngap,to pay close attention,Verb,,
4893,Phyrngop,to be deceived,Verb,,
4894,Phyrngop,to be trapped,Verb,,
4895,Phyrnguh,to bow,Verb,,
4896,Phyrnguh,to submit,Verb,,
4897,Phyrnguh,obedient,Adjective,,
4898,Phyrshit,cool,Adjective,,
4899,Phyrthuh,to understand clearly,Verb,,
4900,Phyrthuh,to comprehend,Verb,,
4901,Pi,to draw water by dipping a small vessel into it,Verb,,
4902,Pia,heavily,Adverb,More than enough (to eat or carry),
4903,Piada,peon,Noun,Hindi loanword,
4904,Piala,porcelain cup,Noun,Tea cup; Hindi loanword,
4905,Piam,to embrace,Verb,,
4906,Piam,to clasp,Verb,,
4907,Pi-an,short and stout,Adjective,,
4908,Piang,to spread out,Verb,,
4909,Piang,to lay open,Verb,,
4910,Piang-piang,spread widely,Adverb,,
4911,Piar,to become broad,Verb,,
4912,Piar,wide,Adjective,,
4913,Piat,to flatten,Verb,,
4914,Piat,flat,Adjective,,
4915,Pieh,to split,Verb,,
4916,Pieh,to crack,Verb,,
4917,Pien,to fill,Verb,,
4918,Pien,to make full,Verb,,
4919,Pier,to fly,Verb,,
4920,Pier,to soar,Verb,,
4921,Piet,to uproot,Verb,,
4922,Piet,to pull out,Verb,,
4923,Pik,to pinch,Verb,,
4924,Pik,to nip,Verb,,
4925,Pil,to roll,Verb,,
4926,Pil,to wind,Verb,,
4927,Pim,to press,Verb,,
4928,Pim,to squeeze,Verb,,
4929,Pin,to ask,Verb,,
4930,Pin,to request,Verb,,
4931,Ping,to be finished,Verb,,
4932,Ping,complete,Adjective,,
4933,Pip,to drip,Verb,,
4934,Pip,to drop,Verb,,
4935,Pir,to twist,Verb,,
4936,Pir,to wind round,Verb,,
4937,Pis,to rub,Verb,,
4938,Pis,to polish,Verb,,
4939,Pisa,money,Noun,,
4940,Pisa,cash,Noun,,
4941,Pit,to cover,Verb,,
4942,Pit,to close,Verb,,
4943,Pit shnong,to close a village,Verb,,
4944,Pit ri,to close a country,Verb,,
4945,Pit paidbah,public closure,Noun,,
4946,Pit noh,to shut completely,Verb,,
4947,Pit syndon,to seal up,Verb,,
4948,Piu,to whistle softly,Verb,,
4949,Piu-piu,whistling sound,Noun,,
4950,Piw,to squeeze out,Verb,,
4951,Piw,to squeeze out,Verb,,
4952,Piw,to wring,Verb,,
4953,Piw paidbah,to squeeze out publicly,Verb,,
4954,Piw shnong,to wring out,Verb,,
4955,Piw um,to squeeze out water,Verb,,
4956,Piw noh,to wring dry,Verb,,
4957,Piw syndon,to squeeze completely dry,Verb,,
4958,Pli,to bend,Verb,,
4959,Pli,to fold,Verb,,
4960,Pliah,to split open,Verb,,
4961,Pliah,to cleave,Verb,,
4962,Pling,to flash,Verb,,
4963,Pling,to shine suddenly,Verb,,
4964,Plit,to become thin,Verb,,
4965,Plit,thin,Adjective,,
4966,Pluh,to blaze,Verb,,
4967,Pluh,to burn brightly,Verb,,
4968,Plung,to sink,Verb,,
4969,Plung,to dive,Verb,,
4970,Po,to be enough,Verb,,
4971,Po,sufficient,Adjective,,
4972,Po bynta,sufficient share,Noun,,
4973,Po paidbah,public sufficiency,Noun,,
4974,Po shnong,enough for the village,Adjective,,
4975,Poh,belly,Noun,,
4976,Poh,stomach,Noun,,
4977,Poh,inside,Noun,,
4978,Poh shnong,interior of the village,Noun,,
4979,Poh ri,interior of the country,Noun,,
4980,Poh khyndew,underground,Noun,,
4981,Poh um,underwater,Adverb,,
4982,Poh jingïing,inside the house,Adverb,,
4983,Poh dohnud,heart,Noun,"Literally ""inside the chest""",
4984,Poh pyrkhat,inner thought,Noun,,
4985,Poh shnong paidbah,interior community,Noun,,
4986,Poi,to arrive,Verb,,
4987,Poi,to reach,Verb,,
4988,Poi shnong,to arrive at a village,Verb,,
4989,Poi ri,to arrive in a country,Verb,,
4990,Poi sha,to reach to,Verb,,
4991,Poi noh,to arrive completely,Verb,,
4992,Poi syndon,to arrive altogether,Verb,,
4993,Poi bynta,to attain one's share,Verb,,
4994,Poi paidbah,to become public,Verb,,
4995,Poi por,the time has come,Phrase,,
4996,Poi jingïakut,to reach a conclusion,Verb,,
4997,Poi jingïasngewthuh,to reach an understanding,Verb,,
4998,Poi jingïatylli,to reach agreement,Verb,,
4999,Poi shnong paidbah,to reach the public,Verb,,
5000,Pok,to knock,Verb,,
5001,Pong,to bore,Verb,To make a hole,
5002,Pongka (khim),a child whose father is unknown,Noun,A bastard,
5003,Pongkdung,bulging out like a balloon,Adverb,e.g. a cloth swelling in the wind,
5004,Pongkhuh,like a big animal lying helpless,Adverb,,
5005,Pongkiang,crosswise,Adverb,,
5006,Pongkiang,breadth,Noun,Variant: pyngkiang,
5007,Pongpet,to come to nothing,Verb,,
5008,Pongpet,to fail,Verb,,
5009,Pongshai,side-door of a Khasi house,Noun,Also an aperture for letting in light,
5010,'Poh,abdomen,Noun,Abbreviation of kpoh,
5011,'Poh,belly,Noun,,
5012,Poh,low,Adjective,,
5013,Poh,less,Adjective,,
5014,Poh,short of,Adjective,,
5015,P'oh (or Pyoh),to be exposed to smoke or fire,Verb,,
5016,P'oh (or Pyoh),to smoke,Verb,,
5017,Pohbah,to be near delivery,Verb,Referring to pregnancy,
5018,Poh-ia,low or mean,Adjective,Used of actions,
5019,Poh-ia,weekday,Noun,,
5020,Pohjaid,low-caste,Adjective,,
5021,Pohjaid,low-born,Adjective,,
5022,Pohjat,sole of the foot,Noun,,
5023,Poh-rati,low-born,Adjective,,
5024,Pohsah,inwardly,Adverb,,
5025,Pohsah,within one's own mind,Adverb,,
5026,Poh-tit,armpit,Noun,,
5027,Poi,to reach,Verb,,
5028,Poi,to arrive at,Verb,,
5029,Poi-poi (kywet),easily crumbling,Adverb,e.g. old cloth mouldering easily,
5030,Poi-bnai,to menstruate,Verb,,
5031,Poi-kha,to marry,Verb,Imit. poikha-poiman,
5032,Poi-ktien,to get a word,Verb,,
5033,Poi-ktien,to get a reply,Verb,Imit. poiktien-poithylliej,
5034,Poit-poit (dih-),with successive little puffs of smoke,Adverb,,
5035,Poit-poit (dih-),with successive little puffs of water,Adverb,,
5036,Pom,to cut (with a daw),Verb,,
5037,Pom,to sever,Verb,,
5038,Pomblang-u-Dkhar,Durga Poojah,Noun,Hindu festival,
5039,Pomblang-u-Siem Nongkrem,annual festival of the Siem of Nongkrem,Noun,,
5040,Pom-pom,reduced to ashes,Adverb,,
5041,Pompyrthat,to be struck with lightning,Verb,,
5042,Pomtah,to cut slightly,Verb,Especially of trees,
5043,Pomtah,to tap (a tree),Verb,,
5044,Pomwait,to win in gambling,Verb,,
5045,Pop,sin,Noun,Same as pop,
5046,Pur,time,Noun,,
5047,Pur,period,Noun,,
5048,Pur,a small bird,Noun,,
5050,Prah,winnowing basket,Noun,,
5051,Prai,small and in large numbers,Adverb,Used collectively,
5052,Prait,to give way,Verb,,
5053,Prait,to be torn,Verb,As of an old garment,
5054,Pran,to venture,Verb,,
5055,Pran,to dare,Verb,,
5056,Pran,to be presumptuous,Verb,,
5057,Prat,to break through,Verb,,
5058,Prat,to cut grass,Verb,,
5059,Prek,nail,Noun,English loanword,
5060,Prem,like the sudden appearance of people standing in a group,Adverb,Also: prominently,
5061,Pret,to throw away,Verb,,
5062,Prew,small dry bamboo,Noun,,
5063,Prew,reed,Noun,,
5064,Prew,torch,Noun,,
5065,Prie,to vomit,Verb,,
5066,Prie-umksang,to vomit bile,Verb,,
5067,Pring,soot,Noun,,
5068,Pring,black,Adjective,,
5069,Prip,like a collection of small objects,Adverb,e.g. u jhur u la mih prip mynta,
5070,Prong,to break through a fence,Verb,Same as Prang,
5071,Prong,to break through a wall,Verb,,
5072,Proh,fork,Noun,,
5073,Proh,prong,Noun,,
5074,Proh-jingmut,intelligent,Adjective,,
5075,Proh-jingmut,sharp,Adjective,Figurative,
5076,Proi,tumour,Noun,,
5077,Proi,evil spirit believed to cause cancer,Noun,Especially in the sides or armpits,
5078,Pruh,cubit,Noun,Approximately 18 inches; traditional measure,
5079,Pruid,to draw a line,Verb,,
5080,Pruid,to scratch,Verb,,
5081,Prum,sore,Noun,,
5082,Prum,ulcer,Noun,,
5083,Prup-prap,simultaneously,Adverb,,
5084,Prup-prap,hurriedly,Adverb,,
5085,Prut,a species of grass,Noun,Much liked by cattle,
5086,Ptēj-ptēj,very adhesive,Adverb,,
5087,Pu,loaf,Noun,Abbreviation of kpu,
5088,Pu,ground rice,Noun,,
5089,Pu,cake,Noun,"Used in compounds like pukhlein, pumaloi, putharo",
5090,Puka,paddy bird,Noun,Egret,
5091,Pukir,fakir,Noun,Hindi loanword,
5092,Pukni,vulture,Noun,,
5093,Pukri,well,Noun,,
5094,Pud,boundary,Noun,,
5095,Pud,to omit,Verb,,
5096,Pud-pud,timid,Adjective,,
5097,Pudina,marsh mint,Noun,Hindi loanword,
5098,Pung,pool,Noun,,
5099,Pung,joint,Noun,,
5100,Pung-kjat,leg,Noun,"Literally ""leg joint""",
5101,Pung-kti,arm,Noun,"Literally ""arm joint""",
5102,Puh,to dig,Verb,,
5103,Puh,to peck,Verb,,
5104,Puh,to bite,Verb,,
5105,Puh-kylla,"to dig the garden with a hoe, turning the soil upside down",Verb,,
5106,Pui-pui,dust floating in the air,Noun,,
5107,Pui-pui,mist,Noun,,
5108,Puid,to rip open,Verb,,
5109,Puid,to lance,Verb,,
5110,Puid,to dissect,Verb,,
5111,Puid-puid,coward,Adjective,,
5112,Puit,grasshopper,Noun,,
5113,Puit-suwa,locust,Noun,,
5114,Pujer,ground rice distributed at the christening of a child,Noun,,
5115,Pule,to read,Verb,,
5116,Pulit,lock-up,Noun,Prison cell; also police lock-up,
5117,Pulit,private room,Noun,,
5118,Pulit,policeman,Noun,,
5119,Pulo,hen-coop,Noun,,
5120,Pulom,to come to nothing,Verb,,
5121,Pulom,to be fruitless,Verb,,
5122,Pum-pum,mist,Noun,,
5123,Pum-pum,dust floating in the air,Noun,,
5124,Pun,to pave,Verb,,
5125,Pun,to bridge over,Verb,,
5126,Pun,to gestate,Verb,,
5127,Pun,to conceive,Verb,,
5128,Pun,to be with child,Verb,,
5129,Pun-jingkieng,to throw a bridge across,Verb,,
5130,Pur,to creep,Verb,,
5131,Pur,to spread,Verb,,
5132,Pura,complete,Adjective,Hindi loanword,
5133,Pura,full,Adjective,Imit. pura-puri,
5134,Puramit,to league with,Verb,,
5135,Puramit,to hold secret consultations,Verb,,
5136,Puraw,to give in substitution,Verb,,
5137,Puraw,to give in compensation,Verb,,
5138,Puraw,to recoup,Verb,,
5139,Purew,dry pounded rice,Noun,,
5140,Pur-khnam,to feather an arrow,Verb,,
5141,Puri,fairy,Noun,,
5142,Puria,small dried fish,Noun,Imit. puria-purap,
5143,Puriskam,fable,Noun,,
5144,Puriskam,fiction,Noun,,
5145,Puron,one of the female Khasi deities representing the first maternal ancestress,Noun,,
5146,Pushara,whitewash,Noun,Hindi loanword,
5147,Pushara,to whitewash,Verb,,
5148,Pur-a-na,parwana,Noun,Official notice; Hindi loanword,
5149,Pur-a-na,notice,Noun,,
5150,Puson,to ponder,Verb,To muse; to appreciate,
5151,Put,to sound a wind instrument,Verb,,
5152,Put,yet,Adverb,Used with negative verbs in the past tense,
5153,Pute,to be thwarted in one's plan or project,Verb,,
5154,Pute,to end in nothing,Verb,,
5155,Putet,besides,Adverb,,
5156,Putet,at the same time,Adverb,,
5157,Pyngkat,not quite full or to the brim,Adjective,,
5158,Pyngkat,the name of the day on which Mynso Hat is held in the Jaintia Hills,Noun,,
5159,Pyngkhob,to fold,Verb,,
5160,Pyngkhob,to wrestle with,Verb,,
5161,Pyngklit (iaid-),to go by a roundabout way so as to avoid meeting,Verb,Imit. pyngklit-pyngklat,
5162,Pynkriang,to catch hold of one on the way,Verb,,
5163,Pyngngad,cool,Adjective,Refreshing,
5164,Pyngieng,perpendicularly,Adverb,Upright; same as pynieng,
5165,Pyiar,to stretch,Verb,,
5166,Pyiar,to open,Verb,,
5167,Pyiar,to extend,Verb,,
5168,Pyjah,cold,Adjective,Same as pjah,
5169,Pyjar,to strain,Verb,Same as pjar,
5170,Pyjar,to drain,Verb,,
5171,Pylla,pan of a pair of scales,Noun,,
5172,Pyllain (peit-),with prominent small eyes,Adverb,Staringly,
5173,Pyllait,to liberate,Verb,,
5174,Pyllait,to set free,Verb,,
5175,Pyllait-ktien,to break off the match,Verb,Engagement or marriage arrangement,
5176,Pyllait-ksuid,to let loose a fowl or other animal sacrificed to an evil spirit,Verb,,
5177,Pyllait-ksuid,to release a person from an agreement,Verb,,
5178,Pyn-ngat,to let a thing be caught in a spoon or net,Verb,,
5179,Pyn-ngat,to fell a tree,Verb,,
5180,Pynhiar,to let down,Verb,,
5181,Pynhiar,to let down,Verb,,
5182,Pynhiar,to have diarrhoea,Verb,,
5183,Pynhiar,to export,Verb,,
5184,Pynhiar-kput,to avenge,Verb,,
5185,Pynhiar-mynsiem,to breathe,Verb,,
5186,Pynhiar-synjat,to make a formal betrothal,Verb,,
5187,Pynidid,to manage,Verb,"Literally, ""to let a thing walk""",
5188,Pyn-iar,to extend,Verb,,
5189,Pyn-iar,to stretch,Verb,,
5190,Pyn-iar-ti,batten,Noun,,
5191,Pynieng,to make a thing stand up,Verb,,
5192,Pynieng,perpendicularly,Adverb,Followed by da,
5193,Pynjhieh,to wet,Verb,,
5194,Pynjhieh,to moisten,Verb,,
5195,Pynjhieh,to urinate,Verb,,
5196,Pynlah,not to give in or yield in argument,Verb,,
5197,Pynlah,to be headstrong,Verb,,
5198,Pynlah,to be obstinate,Verb,,
5199,Pynlah,to finish up,Verb,,
5200,Pynlat,to delay,Verb,,
5201,Pynlat,to procrastinate,Verb,,
5202,Pyn-ong,to inform,Verb,,
5203,Pyn-ong,to deliver a verbal message,Verb,,
5204,Pynphuh,to beautify,Verb,,
5205,Pynphuh,to make grand,Verb,"Literally ""to make a thing blossom""",
5206,Pynphong,to girdle,Verb,,
5207,Pynphong,to wrap a piece of cloth round the bust,Verb,,
5208,Pynryngkang-par,to banish,Verb,,
5209,Pynryngkang-par,to send into exile,Verb,,
5210,Pynryngkang-par,to deport,Verb,,
5211,Pynshad-khaw-iang,to speak as if intoxicated,Verb,,
5212,Pynshad-khaw-iang,to behave as if intoxicated with liquor,Verb,,
5213,Pynshadkhun,to dandle,Verb,,
5214,Pynshadsuloi,to have parade exercises,Verb,,
5215,Pynshadsuloi,to drill,Verb,,
5216,Pynshait,to be forward,Verb,,
5217,Pynshait,to be bold,Verb,,
5218,Pynshait-ka,arbitration,Noun,,
5219,Pynshait-ka,panchayat,Noun,,
5220,Pynshait-u,arbitrator,Noun,,
5221,Pynshok,State contribution,Noun,In the Khasi States,
5222,Pynshong,to make a reasonable settlement,Verb,,
5223,Pynshong,to give full measure,Verb,,
5224,Pynshoi,to tempt,Verb,,
5225,Pynshoi,to entice,Verb,,
5226,Pynshoi,to allure,Verb,Imitative: pynshoi-pynshad,
5227,Pyntha,level country,Noun,,
5228,Pynthame,to mesmerise,Verb,,
5229,Pynthame,to dazzle,Verb,,
5230,Pynthame,to enchant,Verb,,
5231,Pyntian,to put into the mouth,Verb,,
5232,Pyntip,to make known,Verb,,
5233,Pyntip,to inform,Verb,,
5234,Pyrkhat,to consider,Verb,,
5235,Pyrkhat,to think,Verb,Imitative: pyrkhat-pyrdain,
5236,Pyrkhing,tightly,Adverb,,
5237,Pyrkhing,strictly,Adverb,,
5238,Pyrkhung,to bend,Verb,,
5239,Pyrkhung,to arch,Verb,,
5240,Pyrda,curtain,Noun,Hangings,
5241,Pyrdet,behind,Adverb,,
5242,Pyrdóng (niam-),ceremony performed when reconciliation is brought about between two contending parties,Noun,,
5243,Pyrdung (at-),well-arched,Adjective,e.g. a cloth arched by the wind,
5244,Pyr-em,spring season,Noun,,
5245,Pyr-en,with a swollen belly,Adverb,,
5246,Pyrha,basket for measuring rice (containing about 4–7½ seers),Noun,,
5247,Pyrhut,breezy,Adjective,,
5248,Pyrhut,windy,Adjective,,
5249,Pyrhut,hungry,Adjective,,
5250,Pyrjah,to smack the lips as a sign of anger or appreciation of food,Verb,,
5251,Pyrmán (khmih-),from a distance,Adverb,,
5252,Pyrmán (khmih-),as a spectator,Adverb,,
5253,Pyrsa,nephew,Noun,,
5254,Pyrsa,niece,Noun,,
5255,Pyrsa,son-in-law,Noun,Local usage,
5256,Pyrsa,daughter-in-law,Noun,Local usage,
5257,Pyrsa-ksiew,grand-nephew,Noun,Mother's side,
5258,Pyrsa-ksiew,grand-niece,Noun,Mother's side,
5259,Pyrsat,to breathe,Verb,,
5260,Pyrsat,to blow,Verb,,
5261,Pyrshang,to attempt,Verb,,
5262,Pyrshang,to try,Verb,,
5263,Pyrshah,against,Preposition,,
5264,Pyrshah,opposite to,Preposition,,
5265,Pyrshen,pimple,Noun,,
5266,Pyrshen,stye,Noun,,
5267,Pyrshong (soh),kind of sour fruit,Noun,Assamese kamranga,
5268,Pyrsia,retail buying and selling,Verb,Imitative: pyrsia-pyrkat,
5269,Pyrsit,fine particles of broken rice or pulses,Noun,,
5270,Pyrsut,pair of bellows,Noun,,
5271,Pyrsut,to blow,Verb,Used of a pair of bellows,
5272,Pyrsut,to set air in current,Verb,,
5273,Pyrta,to cry out,Verb,,
5274,Pyrta,to call aloud,Verb,,
5275,Pyrta shnong,to cry round the village,Verb,,
5276,Pyrthat,thunder,Noun,,
5277,Pyrthat,clap of thunder,Noun,kaha tied u pyrthat,
5278,Pyrthei,the world,Noun,,
5279,Pyrthei,exceedingly,Adverb,"Phrase: ym don pyrthei = very, exceedingly",
5280,Pyrthiew,to come out,Verb,As an eruptive disease,
5281,Pyrthiew,to burst,Verb,Of roasted grain,
5282,Pyrthuh,to imitate,Verb,,
5283,Pyrton,regiment,Noun,English loanword,
5284,Pyrtung,bulgingly,Adverb,e.g. flesh bulging after a fish bite,
5285,Pyrtuh,domestic poojah of a Syiem,Noun,Same as pai'tuh,
5286,Pyrwa,to care,Verb,,
5287,Pyrwa,to be mindful of,Verb,,
5288,R,the sixteenth letter of the Khasi alphabet,Noun,,
5289,Rakaid,young,Adjective,Stunted growth,
5290,Rakaid,stunted,Adjective,,
5291,Rakep (bah-),awkwardly,Adverb,Carrying a big person on the back or clinging to another's back,
5292,Raked,in ragged or torn clothes,Adverb,,
5293,Raken,waddlingly,Adverb,,
5294,Rakhe,to observe,Verb,,
5295,Rakho,cowherd,Noun,One who tends cattle,
5296,Rakot,rakshasa,Noun,Hindi loanword,
5297,Rakot,voracious,Adjective,,
5298,Rakot,greedy,Adjective,,
5299,Raktui,shabbily,Adverb,,
5300,Raktai,shabbily,Adverb,Variant of Raktui,
5301,'Rad,animal,Noun,Abbreviation of mrad,
5302,'Rad,abbreviation of kynrad,Noun,,
5303,'Rad-bah,giant,Noun,,
5304,Radha,goose,Noun,Hindi loanword,
5305,Rang,to cease to rain,Verb,,
5306,Rang,to become fine,Verb,Said of the weather,
5307,rang,male,Adjective,Abbreviation of shynrang,
5308,Rangbah,man,Noun,,
5309,Rangbah,elder,Noun,,
5310,Rangbah,grown up,Adjective,,
5311,R'ang,with feet entangled in an elevated position,Adverb,Same as ryang,
5312,Rangai,with long dishevelled hair,Adverb,,
5313,Rangei,with long dishevelled hair,Adverb,Variant,
5314,Rangiep,with long dishevelled hair,Adverb,Variant,
5315,Rang-'iar-khad,sacrificial cock,Noun,,
5316,Rangli,poor lonely woman,Noun,,
5317,Rah,to lift,Verb,,
5318,Rah,to carry,Verb,,
5319,Rah-rong,to carry about as a show,Verb,,
5320,Rah-rong,to expose another's faults,Verb,"Also ""to calumniate""",
5321,Rai,to decide,Verb,,
5322,Rai,to pass orders,Verb,,
5323,'rai,millet,Noun,Abbreviation of krai,
5324,Raibi,hereditary taint,Noun,,
5325,Raikhoh,lean,Adjective,,
5326,Raikhoh,thin,Adjective,,
5327,Raiain,big and having much foliage,Adjective,Said of a tree,
5328,Rai-eh,waste land covered with thick jungle,Noun,Virgin soil,
5329,Raiep,like a fool clad in shabby clothes,Adverb,,
5330,Raid,stunted,Adjective,,
5331,Raid,dwarfish,Adjective,,
5332,Rain,self-respect,Noun,,
